Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
IYD	-0.374493857562888	0.798265779097052	-1.1981476134041	0.232507688413167	0.392378355991008	-6.06787790863099
FAAH	-0.295555278853914	2.56778253174242	-1.19813179676588	0.232513828700758	0.392378355991008	-6.06789656928301
NTRK2	0.688981569632106	1.64414241410334	1.19784400974533	0.232625572780066	0.392533105059866	-6.06823606142917
TMPRSS11A	0.785915911877145	1.70339551289098	1.19758514679857	0.232726118836552	0.392668933513831	-6.06854136436656
TMEM14E	0.0726649539329119	0.247535827216565	1.19718429786076	0.23288187563588	0.392897885290583	-6.06901399754938
WDR86	-0.17340054931496	0.537111753502969	-1.19697448250355	0.232963432761288	0.392982555706608	-6.06926132472627
CXorf57	0.239739489446638	0.989715706297952	1.19695194309411	0.232972195248862	0.392982555706608	-6.06928789130658
ARMCX1	-0.318866541531982	1.58785946196898	-1.19673845146309	0.233055204583016	0.393088719882334	-6.06953950360911
SERPINA9	0.107943248582962	0.119224945197599	1.19592328025566	0.23337235225637	0.39358974738105	-6.07049982432163
TEX38	-0.0390952161513252	0.122281836174026	-1.19580494326498	0.233418417680196	0.393633539296388	-6.07063917893222
VSTM5	0.208183098479705	0.63338030724611	1.19572382805326	0.233449997417953	0.393652897316445	-6.07073469303791
ANKDD1B	-0.111093824602975	0.350778451315965	-1.19561558921781	0.233492141671643	0.393658986763849	-6.07086213560333
GPR126	0.448718732888184	2.52750679348441	1.19561130275315	0.233493810776597	0.393658986763849	-6.07086718233887
SPATA3	-0.050597897757392	0.0320909852092264	-1.19529903181838	0.233615428799858	0.393771926986981	-6.0712347914994
PJA2	-0.203425968385892	4.40607760708918	-1.19526582843916	0.233628362956468	0.393771926986981	-6.0712738733695
TRPM6	0.149236763174828	0.315809206951551	1.19523092455976	0.233641960083733	0.393771926986981	-6.0713149556538
RP11-87C12.2	0.039795193705478	0.190558826541962	1.19520999167924	0.233650114951324	0.393771926986981	-6.07133959333915
PITPNM3	-0.333394937198268	1.86409629067665	-1.1951811943512	0.233661333921349	0.393771926986981	-6.07137348666745
LRRC74B	-0.02915273882994	0.0334764375973693	-1.19492106164833	0.233762694841725	0.39388727787276	-6.07167961629082
LRAT	0.323314025613609	0.526199800441646	1.19490229705633	0.233770007695828	0.39388727787276	-6.07170169632263
CXCL14	0.801484181996677	5.6633978446858	1.19469690284479	0.233850063716733	0.393988269771894	-6.07194335851471
DNAAF1	0.0530639735853171	0.12958955542347	1.19459017807733	0.233891669316859	0.394024468980763	-6.07206891233857
FMN1	-0.227867077427386	1.07046845438747	-1.19446868441287	0.233939038866886	0.394070371337442	-6.0722118272567
PYROXD2	-0.20169059058251	1.05172965464508	-1.19433253208338	0.233992131879234	0.39412590614285	-6.07237196840988
SULT1A3	0.0286678877978225	0.101671273280243	1.19375872034188	0.234215986148074	0.39446902930202	-6.07304668340499
RUSC2	-0.254114632527838	2.52801650391392	-1.19323056481867	0.23442216434228	0.394782325778588	-6.07366743185689
GNPAT	0.182776557285396	4.24712762041129	1.19302061898706	0.234504157753024	0.39486655424954	-6.07391410904926
PTER	-0.2467679889451	2.61323197861249	-1.19299924934122	0.234512504722039	0.39486655424954	-6.07393921505733
CGB8	0.12420334211919	0.123290354830579	1.19288314521218	0.234557858625119	0.394908476953597	-6.0740756116109
NRN1L	0.0171554958245641	0.0284839877822841	1.19283227407791	0.234577732455127	0.394908476953597	-6.0741353697773
C8G	0.347461499067814	0.960093321328887	1.19263150807133	0.234656177469808	0.395006582393736	-6.07437118453115
MUL1	0.135637744517205	3.69270859220717	1.19246515091237	0.234721192161637	0.395082065087537	-6.07456655393668
SLA2	0.222067503372315	0.855155955391877	1.19227908164044	0.234793925865982	0.395170526311394	-6.07478504144265
SORT1	-0.340704138438068	3.81403313712411	-1.19214700728944	0.234845562949109	0.395223468659908	-6.07494010632505
MPZL2	0.416143351607542	4.34976317975897	1.19202020619176	0.234895145981355	0.395272583402684	-6.07508896413011
F7	0.126636317709369	0.186778788319831	1.1919691456699	0.23491511428839	0.395272583402684	-6.07514890209385
ECM1	0.623591145493181	4.43864579189157	1.19168770901771	0.235025197857458	0.395423838044713	-6.07547922433832
DEFB119	-0.0617399255654875	0.0437060824532765	-1.19134151845204	0.235160660358855	0.395617762431735	-6.07588544304885
MYO3A	0.193631272199067	0.299183396100134	1.1912861305303	0.235182338526646	0.395620247183115	-6.07595042425771
TM9SF2	0.219917599303862	5.73971539883831	1.19104956170887	0.235274944787605	0.395742035447947	-6.07622793377693
NOBOX	-0.157019822305809	0.0792159022715588	-1.19076605538351	0.235385959306004	0.39589476357341	-6.07656043242491
MLXIP	-0.216950245684258	3.65204632491811	-1.19008396679208	0.235653202631982	0.396310203550429	-6.0773600728326
TSTD2	-0.141440688697197	1.63762441627243	-1.18998968633796	0.235690158883948	0.396338319730657	-6.07747056622666
PSAP	-0.198294160290814	8.19567657391652	-1.18988529816502	0.235731082006422	0.396372957943081	-6.07759289547057
GPRC5A	0.759928834843217	4.68492912808458	1.18983389230608	0.235751236423662	0.396372957943081	-6.07765313251491
ITPKA	-0.385502360455221	1.92657909981836	-1.18972928966128	0.23579225121451	0.39640788460683	-6.07777569729718
TMEM121	0.196867016479106	0.812234769292834	1.18964065145378	0.235827010321023	0.39643228928128	-6.07787954796911
EID2B	0.111762000415596	0.572011256855177	1.18938696346702	0.235926513225802	0.396565516695057	-6.07817673290595
EPS8L2	0.322692380275269	4.33316000008727	1.18921553883407	0.235993767303199	0.396644519298477	-6.07837751445003
RBFOX2	0.195038192051618	3.27326873208053	1.18872482874044	0.236186360503855	0.396934152931219	-6.07895210256367
KHNYN	-0.157449438804015	3.35632771984775	-1.18848991970166	0.236278596948104	0.397055092039787	-6.07922708250721
SCGB1D4	-0.0184973838837128	0.0126160353813453	-1.18816415112462	0.236406551684705	0.39723602815901	-6.07960833239886
RNASE1	-0.541196714920048	5.26982545211759	-1.18807153525803	0.236442938183204	0.397263083508911	-6.07971670281325
IGSF9B	-0.272146230316584	0.877608904632651	-1.18782363125491	0.236540353231196	0.39739266343654	-6.08000673598048
VNN2	0.380123021815791	0.986168145005366	1.18764041762017	0.236612366286452	0.397479548923819	-6.08022104695098
PGAP1	0.266788156262194	1.90799936683749	1.18730803743429	0.236743049926349	0.397664970388338	-6.08060975990848
ANKRD36B	0.137948969911089	0.785155835846344	1.1870296588215	0.236852541086627	0.397806866601308	-6.08093523660267
SLC35F3	0.301688509046478	0.626625378801097	1.18698997817768	0.236868151115086	0.397806866601308	-6.08098162458863
CCL2	0.50745950061979	2.92355180846398	1.18674218819761	0.236965646182544	0.397932043180202	-6.0812712647768
SEMA6C	0.212304578269553	1.36865004538867	1.18669726636251	0.236983324122278	0.397932043180202	-6.08132376726587
KLHL35	0.183863662648486	0.542253149793106	1.18657843183164	0.23703009321164	0.39797645279979	-6.08146264594827
FGF8	0.041858854494604	0.090354697003224	1.18604621543057	0.237239635583768	0.398294129727605	-6.08208446495067
LRRIQ1	0.10278517418399	0.189590426839477	1.18554023747725	0.237438969846355	0.398594615589835	-6.08267537363961
RIMBP3C	0.00782792130936055	0.0101932051308978	1.18543158944942	0.237481788210951	0.39863232538984	-6.08280222639657
CALML5	0.991160802761803	2.50497409297107	1.18523329286996	0.237559951401215	0.398729352780374	-6.0830337194597
GIP	-0.0964109036289313	0.104204511367196	-1.18511649901046	0.237605996983673	0.398772460787406	-6.08317004775031
GJC2	-0.202080957825672	0.72705723345316	-1.18485150038729	0.237710495373582	0.398913653932839	-6.08347931988116
CRYBA1	-0.0430721641263422	0.140376212221746	-1.184651207556	0.237789499690645	0.399005486188737	-6.08371303063724
KCP	0.215706327371039	0.754529925545139	1.18460946834606	0.23780596582899	0.399005486188737	-6.08376172894647
OSBPL10	0.248990179293405	1.91835483099155	1.18428184830302	0.237935240304673	0.399188190364663	-6.0841439138439
C15orf26	0.0491059415208005	0.142538663429907	1.18409342802544	0.238009611089278	0.399278758229606	-6.08436366826971
GABARAPL2	0.153925062875128	3.98028061983727	1.18403229518078	0.238033744202335	0.399285040381886	-6.08443496007005
TMEM52B	0.236352296801532	0.366575681313699	1.18391283276446	0.238080908824741	0.399329951903368	-6.08457426410414
OR10G3	-0.046652062803846	0.0259009213417754	-1.18326413967903	0.238337133729189	0.399725479742437	-6.08533045782427
ASB14	-0.069199738249852	0.433152155781895	-1.18307956942401	0.238410072326645	0.399797882625867	-6.08554554034095
LRSAM1	0.155504733555324	2.87267204553683	1.18305158370735	0.238421133128447	0.399797882625867	-6.0855781496394
TDRD1	-0.161183656086973	0.152990366961403	-1.18293749481244	0.238466228291837	0.399820155104052	-6.08571107955982
ZSCAN4	-0.128310093454638	0.219055785181906	-1.18288973179338	0.238485109067914	0.399820155104052	-6.08576672658048
ADRA2B	0.17420582489881	0.474469516609701	1.18286303609006	0.238495662373648	0.399820155104052	-6.08579782784656
MAGEB2	0.455435290511739	0.490648210195174	1.18267959773106	0.238568187944828	0.399907506009717	-6.08601152016521
TBC1D3B	0.0191387285222631	0.0576668404785135	1.18251155785554	0.2386346392339	0.399984660626216	-6.08620724576242
PAX3	0.104348420567271	0.116998477947416	1.18237674747173	0.238687959461139	0.40001603429956	-6.08636424730393
KRT34	0.169227253351813	0.261173427707723	1.18236094964516	0.238694208375442	0.40001603429956	-6.08638264446055
NIPAL2	-0.284130980063936	3.2960240575213	-1.18224587637621	0.238739729732514	0.400038429713314	-6.08651664426711
RPL10A	0.175105418111177	8.11101702978401	1.18222389596149	0.238748425576451	0.400038429713314	-6.0865422384248
MMRN2	-0.283840524896982	2.31742847612374	-1.18216083944781	0.238773373108559	0.400042429323737	-6.08661565929881
ARMC5	0.127569320735589	1.77727277216696	1.18208291540142	0.238804205359936	0.400042429323737	-6.08670638610383
SPR	0.273169214283345	4.204454964332	1.18206298014762	0.238812093608242	0.400042429323737	-6.08672959573332
GBF1	0.151082899127417	4.64461423116516	1.18181727882908	0.238909331227233	0.400147800418732	-6.08701562200239
EVI2B	0.385538367655431	2.45810042246761	1.18180078076923	0.23891586143261	0.400147800418732	-6.08703482565853
BCKDHA	-0.128603271848974	1.04050765877372	-1.18145323720633	0.239053454457176	0.400344009927255	-6.08743930327345
METRNL	0.315546512572823	3.78997415104268	1.18137172896007	0.239085731857173	0.400363828361768	-6.08753414713399
TSPAN1	-0.806013189826522	4.09662555766011	-1.18130635384942	0.239111622749976	0.400372949720889	-6.08761021365486
MTRNR2L4	-0.0409185470236947	0.134839876764167	-1.18121464086096	0.23914794775128	0.400380478042169	-6.08771691835649
COX11	0.151247510349849	2.66996920625481	1.18114882039669	0.239174019853475	0.400380478042169	-6.0877934930318
OXGR1	0.233125017417661	0.437966979469595	1.18114015708098	0.239177451624558	0.400380478042169	-6.08780357150847
ARHGEF15	-0.234003254456847	1.15038314825794	-1.18093430220134	0.239259006556128	0.400454474711799	-6.08804303158754
PANK1	-0.186658650904794	1.12267836529972	-1.18088133072652	0.239279995826869	0.400454474711799	-6.08810464385676
STOX2	-0.27516330674825	1.14534987883964	-1.18087375039304	0.239282999544397	0.400454474711799	-6.08811346048439
TTLL3	-0.172328839675764	1.16075554499469	-1.18076020402888	0.239327995657275	0.40049555387098	-6.08824551872531
HTR2B	-0.229141527043709	0.553523585902454	-1.18057858513972	0.239399980040411	0.400581784783956	-6.08845672163228
MRPS23	0.151476425167971	2.42380008073752	1.18024200623404	0.239533423319688	0.400770829755896	-6.0888480415967
RARRES3	0.596387743404514	3.90678695856537	1.17994788525226	0.239650076637003	0.400931753020593	-6.08918990842903
PTPRO	0.223811934953955	0.483828298491437	1.1790161840674	0.240019871667872	0.401516115720816	-6.09027230312747
SV2A	0.313017398783457	1.16390329059549	1.17882658516402	0.240095173702748	0.401593668180116	-6.09049246479161
ZNF229	-0.224366989686234	0.458102736788834	-1.17879619869216	0.240107243705116	0.401593668180116	-6.09052774623078
LONRF3	-0.343438317991457	1.1863044402281	-1.17857746142464	0.240194142446	0.401704704155633	-6.09078169355953
MMP20	0.0725086499828965	0.0854487552150573	1.17848761742421	0.240229841653959	0.401730101524305	-6.09088598628504
DDX17	-0.157617209428154	5.67886286154102	-1.17776434251461	0.240517369883609	0.402176585707019	-6.09172529343071
CTD-2410N18.5	0.0268109359944253	0.0846485676891035	1.17741911129353	0.240654698116655	0.402371861002013	-6.09212573005413
NEK9	0.172381283587693	2.79883751468716	1.17725537150928	0.240719851027915	0.402446436958399	-6.09231561284058
SLC2A13	-0.229593153784627	1.28190713539805	-1.17705179423429	0.240800872960812	0.402547528473286	-6.09255165741528
ZSCAN32	0.0634406361520675	0.697417360089971	1.1768693058415	0.24087351817459	0.402620534720977	-6.09276321563443
EIF2S3L	0.173809390296581	0.83403548855953	1.1768388036703	0.240885662036647	0.402620534720977	-6.09279857355761
USP44	-0.0660049265495361	0.163751285421834	-1.17671848612191	0.240933568432698	0.402666240329916	-6.09293803610345
SSTR5	0.278495759084564	0.584426836744359	1.17647472832344	0.241030645325204	0.402794108545849	-6.09322053778246
SYT15	-0.0564052040927155	0.140258757097647	-1.17636428161057	0.241074640032397	0.402833255153111	-6.09334852040087
ARL6IP5	-0.228817773390796	4.90650331077421	-1.17629859564995	0.241100807704264	0.402842608828624	-6.09342462988272
MRPL16	0.18652438541801	3.66476652654382	1.17622165752186	0.241131460528508	0.402855298499749	-6.09351377178998
MCIDAS	0.179131351682741	0.726115859818469	1.17617432746542	0.241150318612747	0.402855298499749	-6.09356860639985
LIPE	0.197429812809395	1.35315516363846	1.17612464689061	0.241170114359224	0.402855298499749	-6.09362616188602
TAS2R14	0.110797313374562	0.609865434815738	1.17601293431298	0.241214631623821	0.402895296010313	-6.09375557338587
SGPP1	0.251981845843617	2.80965015507775	1.17570475163758	0.24133747213254	0.403066097070072	-6.09411251956357
PCDHA12	0.151987426232338	0.180451987304753	1.17561295630561	0.241374070008067	0.403092844464738	-6.09421882180789
NR5A1	-0.195248448222156	0.123929003887705	-1.17537673143094	0.241468268609933	0.403215771867064	-6.09449234102952
MTA3	0.139596368967173	2.18241103344392	1.1752310964026	0.241526356008017	0.40327838315807	-6.09466094145325
CLDN23	-0.522637015792628	2.572463460653	-1.1750666331298	0.241591965091284	0.40333241790106	-6.09485131446165
PLD4	0.133801496985427	0.335997381676445	1.17504672516932	0.241599907802151	0.40333241790106	-6.09487435696682
MAML2	0.259569099092392	2.16833815267161	1.17483852428088	0.241682985152379	0.403436718481435	-6.09511531645191
NDUFB1	0.154183533155944	3.75252955139401	1.17426374652264	0.241912441094361	0.40375820825066	-6.09578031240876
AIPL1	-0.0227765239255484	0.0240364817233729	-1.17421021464135	0.241933819323971	0.40375820825066	-6.0958422304563
PAPD5	0.140112579786264	1.97240217340177	1.17420118077607	0.241937427176343	0.40375820825066	-6.09585267926968
ALDH18A1	0.23109806562391	4.68836531173271	1.17411880446404	0.241970327543908	0.40377870608554	-6.09594795429558
MPDU1	0.190868170715187	3.48725498098099	1.17400997297029	0.242013798744847	0.40381683859752	-6.09607381684575
RP11-111M22.2	0.0545680246895042	0.22145919486495	1.17387218964785	0.24206884229462	0.403850585886827	-6.09623314543463
NUGGC	-0.163345044245562	0.392849420251837	-1.17382276293332	0.242088590113769	0.403850585886827	-6.09629029655217
PDZD2	-0.265544080872312	1.25629511619206	-1.17379043026885	0.242101508839794	0.403850585886827	-6.0963276808819
RBP7	-0.328507492327678	1.52529648606246	-1.17375288765254	0.242116509849737	0.403850585886827	-6.09637108789667
SPTB	0.11787923736396	0.322115483360546	1.17351660314261	0.24221093786321	0.403919271079735	-6.0966442502151
FOXJ3	0.158061841884023	3.50034094111684	1.17350816686794	0.24221430979314	0.403919271079735	-6.0966540021703
AC069063.2	-0.0660334049763596	0.231980209049272	-1.17349502425355	0.24221956288605	0.403919271079735	-6.0966691943057
AC231657.1	-0.102149233760589	0.273169212894113	-1.1730531484633	0.242396227354783	0.404162330639254	-6.09717988084845
SEC63	-0.158775994679828	3.56532524608578	-1.17302722650912	0.242406593938352	0.404162330639254	-6.09720983360172
ATP6V0A1	0.184227029721073	2.96531326982081	1.17243117978639	0.242645048857742	0.40451359186639	-6.09789838444457
CYP26A1	0.399970786584982	0.57699186815271	1.17239736359478	0.242658582375733	0.40451359186639	-6.09793743845478
AGBL5	0.196827102453421	2.5856272216641	1.17210155140429	0.242776991674405	0.404656736224573	-6.09827902199204
APOF	-0.0516113109139012	0.0554616194450498	-1.1720723561164	0.242788680343118	0.404656736224573	-6.09831273010063
RP11-77K12.7	-0.0998879216756772	0.106427879326412	-1.17202800070205	0.242806439306319	0.404656736224573	-6.09836394010995
REEP2	-0.239921712953135	0.722007094695546	-1.17182949958331	0.24288592621335	0.404730764254371	-6.09859309382277
CAST	0.247919247712664	4.42645808950709	1.17181385613468	0.242892191190851	0.404730764254371	-6.09861115131331
CARD18	0.36609869151158	0.747976167745981	1.17163741998626	0.242962859280766	0.404814074881277	-6.09881479804271
ARMCX5	0.145214532264373	1.84205466178742	1.17123368467135	0.243124622509203	0.40504913715187	-6.09928068526782
FLRT2	0.218588286682881	0.575153762328432	1.17117059130984	0.243149908805047	0.405056806229843	-6.09935347708693
FAM71D	0.068969114007307	0.241981176734403	1.17082400182017	0.243288846758447	0.405253787098531	-6.09975327410244
CRTAC1	-0.252204654156977	0.425541842664288	-1.17066267345347	0.243353537943595	0.405327069832231	-6.09993932947166
TIAM2	0.156985218957331	0.941081876019436	1.16994005577247	0.243643450586887	0.40577543467077	-6.10077239410021
PPP1R3B	-0.339371058673718	2.86842999295598	-1.1694123968067	0.243855300778675	0.406075487042733	-6.10138038222351
MTERF4	-0.106638304250908	1.46233265232686	-1.16937164737944	0.243871666723934	0.406075487042733	-6.10142732399046
MCMDC2	0.0996957008749436	0.353452667284373	1.16933641139927	0.243885818964288	0.406075487042733	-6.10146791318157
C21orf2	-0.149521488430064	1.45030106457855	-1.16912123897185	0.243972253818667	0.40618486940277	-6.10171574947107
GEMIN8	0.163893605771307	2.36485902537015	1.16899741236686	0.244022004855118	0.406233164151872	-6.1018583530048
ACR	0.0476493256442764	0.155776835117781	1.16862352713607	0.244172268024714	0.406448763025584	-6.10228884358215
CTD-3105H18.18	-0.0274046290884435	0.0736203412227214	-1.1683125906582	0.244297282219632	0.406622299421152	-6.10264675190446
ATP1A4	-0.0248881173884228	0.0288345925090604	-1.1681878603099	0.244347443670174	0.406671227741709	-6.10279029839427
IVL	1.00170730305292	2.73516239565817	1.16804461183945	0.244405061351828	0.406732556212967	-6.10295513794282
WTIP	-0.150315853624108	0.68084994387644	-1.16780184296084	0.244502730297496	0.406860520872305	-6.10323445265672
MUC12	0.421226574758891	0.657694934471717	1.16735741586838	0.244681600460869	0.407123573782979	-6.10374563468542
GCGR	0.0991533078259034	0.140205286863774	1.16721870111029	0.244737448453206	0.407181903874572	-6.10390514581139
RAB11FIP4	-0.283488641722281	1.76017478820337	-1.16714494589213	0.244767146739456	0.407196721181236	-6.10398995094954
PPP1CB	0.185025942440784	5.68428142254244	1.16704609691142	0.244806953284567	0.407224095814449	-6.10410360109799
DNAH3	0.0877143916987822	0.290701415196931	1.16700081680879	0.24482518914008	0.407224095814449	-6.10415565806054
IFNAR1	-0.16439009220209	3.54810127203298	-1.16674914456068	0.244926563741485	0.4073581167145	-6.10444496068394
TRMT10B	-0.163643714483526	1.95455855640312	-1.16667383107336	0.24495690609491	0.407373985136101	-6.10453152320868
GATB	0.112884870749055	1.10246296879005	1.16651732227658	0.245019968984176	0.407444261916117	-6.10471139101885
CYP4F3	0.614668253439757	2.19709893172277	1.16645368935653	0.245045612207396	0.407452306798238	-6.10478451439262
YPEL2	-0.222859148294997	1.80050603090824	-1.16614016308296	0.245171986875759	0.407627828421331	-6.10514474383714
LNP1	0.171306328508625	0.958146994806957	1.16595708828146	0.245245801115921	0.407715939648065	-6.1053550455642
EPHA8	0.0570790472911941	0.0713993634791994	1.16560508729759	0.245387769175592	0.407874520548315	-6.10575930491244
VCX	0.19804327077981	0.242563390819444	1.16558966065696	0.245393992335267	0.407874520548315	-6.10577701905757
SLX1A	0.0221265273537941	0.074094364115743	1.16556567086957	0.245403670119526	0.407874520548315	-6.10580456565788
BDNF	0.178026350046597	0.41830929173039	1.16541959440987	0.245462605043265	0.407937852780661	-6.10597228790096
DCHS2	-0.151225494074064	0.278349267629325	-1.16523015586094	0.245539049426567	0.408030271019932	-6.10618976686824
SAG	-0.0323195389894526	0.0242579862915072	-1.16510018069975	0.245591508213294	0.408082818330999	-6.10633896063838
POU5F2	-0.0352288830663949	0.106748494757945	-1.16502162234648	0.245623218699346	0.408100883601255	-6.10642912697942
KCNH4	-0.0771501881515483	0.194145738682618	-1.16493677443354	0.245657471252211	0.408123169070521	-6.10652650552082
UBOX5	0.146905889469978	2.09484501046789	1.16475135223065	0.245732336754667	0.408212917380897	-6.10673928721179
ADD2	0.25479408981025	0.499771336378214	1.16458405075477	0.245799899736428	0.408290520478219	-6.10693124581236
CALR3	-0.0333362892875221	0.0394081954783297	-1.1644320158575	0.245861308861657	0.408357889300882	-6.10710566428876
KRTAP9-1	0.0354830644266486	0.033226915821486	1.16430742934729	0.245911639269345	0.408406847307569	-6.10724857653872
RGS21	0.0125421306970921	0.0163647731388417	1.16393950523708	0.246060315634239	0.408619114846175	-6.10767053167612
ZNF254	-0.248140139118985	1.18788349679398	-1.16377511449051	0.24612676568607	0.40869480915686	-6.10785902139421
GATA1	-0.0322360314532953	0.0902376281915491	-1.16367472877046	0.246167349856259	0.408727543839336	-6.10797411034046
TCHHL1	0.0639095183282623	0.065747850868108	1.16357003056706	0.2462096825279	0.408763175875415	-6.10809413299847
ACTL7B	-0.00989988258548712	0.0146863313357124	-1.16321089132326	0.246354932568914	0.408969653253337	-6.1085057579354
SLC22A18	0.317677568280246	2.68241810769202	1.16290645176468	0.246478107337727	0.409139451949656	-6.10885459127064
TMEM130	-0.13830296723057	0.302499677008375	-1.16265603253361	0.24657945837098	0.409272998791192	-6.10914145960052
GRM2	-0.049772869000091	0.163128133288553	-1.16251416818943	0.246636887548637	0.409319828305793	-6.10930394564811
TCEANC	-0.0820524350705671	0.564457557364808	-1.16245162283744	0.246662210007865	0.409319828305793	-6.10937557652746
OR2T33	-0.00904198449019463	0.00502398189602271	-1.16243145793966	0.246670374472272	0.409319828305793	-6.10939866983081
SLC5A2	0.0833191110380729	0.200564870004991	1.16217264614208	0.246775180441281	0.409459047171232	-6.10969503203113
SDR16C5	0.491425426512172	2.47526271832433	1.16141463590335	0.247082318111412	0.409933930692468	-6.11056264653036
RP11-257K9.8	-0.0150293961276418	0.0192412871477693	-1.16112380043763	0.247200233201241	0.410094821432706	-6.11089538736742
DHODH	0.114155168240492	1.29268858106549	1.16078513562342	0.247337590106558	0.410287935341931	-6.11128274573755
AGTR2	-0.0150682472514492	0.0123635136043791	-1.16059028757007	0.247416641713598	0.410384306878893	-6.11150555883133
SLC6A13	0.0307095497544316	0.0508538326265978	1.16034762754516	0.247515116014973	0.410478224210679	-6.1117829945058
GDF5OS	-0.0462784441084321	0.100928162424189	-1.1602994394726	0.247534674597022	0.410478224210679	-6.11183808162378
ZNF334	-0.22074407568568	0.439524275000708	-1.16029582132728	0.247536143174434	0.410478224210679	-6.11184221768503
ANKRD30BL	-0.0261051882806899	0.0253976155194852	-1.16004808837689	0.247636710711059	0.410610222890981	-6.11212538193749
IL1R2	0.490416101113906	2.26959368246099	1.15990511784813	0.247694762924739	0.410671709881314	-6.1122887733363
SMPDL3B	-0.504334124583956	2.02882126394199	-1.15976654685583	0.247751037906043	0.410730240104288	-6.11244711788451
TAS2R10	-0.0796426146329416	0.199232998143047	-1.15945411776031	0.247877951415689	0.410873955069713	-6.1128040611079
ZIM2	-0.033626506400059	0.029663829037432	-1.15940792470505	0.247896719640064	0.410873955069713	-6.11285682760354
FAM166A	0.0428925357460519	0.123140630369651	1.15939821081386	0.247900666518777	0.410873955069713	-6.11286792355356
RAB37	-0.177778309632224	0.516347076702382	-1.15883391048796	0.248130025134836	0.411219295272965	-6.1135123535175
KCNJ18	-0.0865548200710477	0.0747685361334078	-1.15871862654719	0.248176900456075	0.411262177909272	-6.11364396958347
CLPX	0.132423838605781	3.30452812593706	1.15856838855753	0.248237997737053	0.411328618976432	-6.11381547224969
CIDEC	-0.292269861258697	0.561716038570197	-1.15838538977688	0.248312432187309	0.411417146527602	-6.11402434309768
PLEKHD1	0.0684957997278361	0.146915113846367	1.15781787460335	0.248543368201274	0.411731987586226	-6.11467188610268
GJC3	-0.110987508836896	0.252005676664754	-1.15780105640109	0.248550214256476	0.411731987586226	-6.11469107114886
ADAMTS6	0.139186914746335	0.520087042209603	1.15776343882733	0.248565527432187	0.411731987586226	-6.11473398169177
CASP14	0.59187511042262	0.803138005571573	1.15766388608079	0.248606056083144	0.411764293160715	-6.1148475353551
RPAP2	0.101254939185956	1.29817149476924	1.15730567497854	0.248751925009635	0.411971052802427	-6.1152560450996
RS1	-0.015559106561637	0.0335713093342727	-1.15713782844635	0.248820295400833	0.412049438959067	-6.11544741718749
TPPP	-0.380230886510775	2.38354530136142	-1.15706939244963	0.248848175835762	0.412060765669025	-6.11552543740796
SYS1-DBNDD2	0.0406647674597656	0.15081196776716	1.15695953535499	0.248892935597466	0.412100038107945	-6.11565067010925
TRPT1	0.153299040053974	3.18966518440544	1.15672155976363	0.248989914950982	0.412225758255138	-6.11592191264081
C4orf45	-0.0428948386528686	0.0732864546979753	-1.1566458187123	0.249020786388084	0.412242018649556	-6.11600823011698
GGA2	-0.163656835917717	3.12505507488615	-1.1565919124295	0.249042759795202	0.412243547276582	-6.11606966044447
GALNT7	-0.319766101593628	3.38122653775743	-1.15653868787616	0.249064456655675	0.412244617912841	-6.11613031112407
ZNF330	0.136849368182413	3.28429738480185	1.15631143909771	0.249157109066958	0.412363122113353	-6.11638923575372
PTPLAD2	0.219161139534139	1.07901963162118	1.15586380580028	0.249339686321752	0.412630422251579	-6.11689911745505
HOXA6	0.208249804521647	0.934489125168349	1.15543030072396	0.249516590954827	0.412888290431713	-6.11739272100941
EPAS1	-0.273167621040535	5.06649006245921	-1.15534811444274	0.249550139484734	0.412908916159938	-6.1174862805376
LCMT2	0.137761652285389	1.41724427252396	1.15528437523735	0.249576160087254	0.412917083648626	-6.11755883570348
SLC22A1	0.165278776130023	0.401926543933939	1.15495358761783	0.249711230033814	0.413105653740684	-6.1179353122604
PRM3	-0.0279917755184581	0.0245941636334073	-1.15487978300875	0.249741373573188	0.413120623368301	-6.11801929640371
FDCSP	0.892667914796687	2.22877534643898	1.15428921598456	0.249982667408961	0.413484844471039	-6.11869112737213
FUT3	0.635068470536263	3.13198045869331	1.1541876301773	0.250024189884888	0.413501570851936	-6.11880665761703
TAMM41	0.0952199996009004	1.12338716315997	1.15416116466284	0.25003500827352	0.413501570851936	-6.11883675434497
SRGAP3	-0.154114436009088	0.693537769743301	-1.15409769672856	0.25006095359747	0.413509559676842	-6.11890892765911
BAZ2B	-0.162288400853393	1.92572941802448	-1.15389340421008	0.250144480075525	0.413612757328528	-6.11914121478987
ATP8B4	0.0776634685850399	0.298180915801914	1.15377171644083	0.250194242342997	0.41366011330057	-6.11927955843914
HSD17B12	-0.183722931844669	3.72229569242324	-1.15329142297204	0.250390718761739	0.413936045069636	-6.1198254513257
KRTAP3-1	0.205280927093344	0.232627414969545	1.15325873116437	0.250404096137397	0.413936045069636	-6.11986260011059
MLIP	0.131150479342486	0.229677748790738	1.1532087637465	0.250424543606263	0.413936045069636	-6.1199193777409
WDR93	0.0618964104441131	0.16912308589458	1.15291133682995	0.250546279806118	0.414102316121446	-6.1202572917706
CDR2L	0.359253167999254	3.80976892736939	1.15278937641747	0.250596209988759	0.414149888305474	-6.12039582918527
